Column 1	fname	lname	ID	Column 2	Column 3
Saračević, Tefko	 Tefko	Saracevic	50524154	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saracevic,%20Tefko.
Cornog, Martha.	 Martha	Cornog	23496754	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cornog,%20Martha.
National Federation of Abstracting and Information Services (U.S.)		National Federation of Abstracting and Information Services (US)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Federation%20of%20Abstracting%20and%20Information%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(U.S.)
Gammage, Richard B.	 Richard B	Gammage	50645843	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gammage,%20Richard%20B.
Kaye, Stephen V.	 Stephen V	Kaye	53109318	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kaye,%20Stephen%20V.
Jacobs, Vivian A.	 Vivian A	Jacobs	35833605	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobs,%20Vivian%20A.
Lin, Hua-Tay.		Oak Ridge National Laboratory	56837050	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oak%20Ridge%20National%20Laboratory.
Life Sciences Symposium. (7th : 1984 : Knoxville, Tenn.)	 Tenn)	Life Sciences Symposium (7th : 1984 : Knoxville		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Life%20Sciences%20Symposium.%20(7th%20:%201984%20:%20Knoxville, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Tenn.)
Poe, Edgar Allan, 1809-1849.	 Charles	Baudelaire	60351476	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baudelaire,%20Charles,%201821-1867.
Rueter, William, 1940-		Aliquando Press	67715397	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Aliquando%20Press.
Shakespeare, William, 1564-1616.		Horace	96994048	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Horace.
Middleton, Bob (Robert Hunter), 1898-	 R Hunter (Robert Hunter)	Middleton	45114425	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Middleton,%20R.%20Hunter%20(Robert%20Hunter),%201898-1985.
Rueter, William, 1940-		Aliquando Press	67715397	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Aliquando%20Press.
Typocrafters (Group)		Typocrafters (Group)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Typocrafters%20(Group)
Wotke, Herbert.	 Herbert	Wotke		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wotke,%20Herbert.
Austria. Bundespressedienst.		Austria Bundespressedienst		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Austria.%20Bundespressedienst.
Wager, Walter, 1924-2004	 Michael	Wood	121751091	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wood,%20Michael,%201948-
Institute on Legal Aspects of Doing Business in Canada and the United States (1985 : Toronto, Ont.)	 Ont)	Institute on Legal Aspects of Doing Business in Canada and the United States (1985 : Toronto		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institute%20on%20Legal%20Aspects%20of%20Doing%20Business%20in%20Canada%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20United%20States%20(1985%20:%20Toronto,%20Ont.)
Pritchard, Brenda L.		Law Society of Upper Canada	73573851	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Law%20Society%20of%20Upper%20Canada.
Law Society of Upper Canada. Dept. of Education.		Law Society of Upper Canada Dept of Education		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Law%20Society%20of%20Upper%20Canada.%20Dept.%20of%20Education.
Bryden, Bill, 1921 or 1922-	 William M	Bryden	24115924	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bryden,%20William%20M.
Washington, George, 1732-1799.	 Donald E	Wakefield	31432428	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wakefield,%20Donald%20E.
Rocky Mountain Mineral Law Foundation.		Rocky Mountain Mineral Law Foundation		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Rocky%20Mountain%20Mineral%20Law%20Foundation.
Vanderwerf, Gretchen A.	 Gretchen A	Vanderwerf		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vanderwerf,%20Gretchen%20A.
Rocky Mountain Mineral Law Foundation.		Rocky Mountain Mineral Law Foundation		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Rocky%20Mountain%20Mineral%20Law%20Foundation.
Duruflé, Maurice, 1902-1986	 Maurice	Duruflé	29717780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Duruflé,%20Maurice,%201902-1986.
Latry, Olivier, 1962-....	 Olivier	Latry	118042697	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Latry,%20Olivier,%201962-%20,
Singh, Tejvir, 1930-	 Tejvir	Singh	111454584	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Singh,%20Tejvir,%201930-
Kaur, Jagdish.		Jagdish Kaur	77638497	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jagdish%20Kaur.
Alderson, William T. (William Thomas), 1926-	 William T (William Thomas)	Alderson	113822778	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Alderson,%20William%20T.%20(William%20Thomas),%201926-
Low, Shirley Payne	 Shirley Payne	Low	306072716	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Low,%20Shirley%20Payne.
Commonwealth Secretariat. Education Programme.		Commonwealth Secretariat Education Programme		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.%20Education%20Programme.
Harvey Social Research.		Harvey Social Research		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Harvey%20Social%20Research.
Alberta. Alberta Education. Deputy Minister's Advisory Committee on the Education of Girls.		Alberta Alberta Education Deputy Minister's Advisory Committee on the Education of Girls		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Education.%20Deputy%20Minister's%20Advisory%20Committee%20on %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20the%20Education%20of%20Girls.
Meldgaard, JƠrgen	 Jørgen	Meldgaard	93410206	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Meldgaard,%20Jørgen.
Jones, Aubrey B.	 Aubrey B	Jones	28400515	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Aubrey%20B.
Jones, Aubrey, 1965-	 Aubrey	Jones	6356393	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Aubrey,%201965-
Ballard, Todhunter, 1903-1980.	 John D	McNeil	284190662	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McNeil,%20John%20D.
Schave, Barbara	 Barbara Schave	Klein	66711687	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Klein,%20Barbara%20Schave.
Jim Johnston An American music composer	 Timothy D	Johnston	80654525	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnston,%20Timothy%20D.
Pietrewicz, Alexandra T.	 Alexandra T	Pietrewicz	55552775	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pietrewicz,%20Alexandra%20T.
McBain, Ed, 1926-2005	 M E	Kerr	20968490	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20M.%20E.
Hanami, Tadashi	 Tadashi	Hanami	93748131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hanami,%20Tadashi.
Delorenzo, Anthony John Darin, 1928-	 Anthony	Delorenzo	202394807	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Delorenzo,%20Anthony.
Dunand, Jean, 1877-1942	 Jean	Dunand	39429002	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dunand,%20Jean,%201877-1942.
Knight, Gladys, 1944-....	 David	Knights	85440830	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Knights,%20David.
Willmott, Hugh	 Hugh	Willmott	85272435	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Willmott,%20Hugh.
Collinson, John David.	 David	Collinson	36980169	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Collinson,%20David.
Anker, Pernille 1947-1999	 Pernille	Anker	141488405	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anker,%20Pernille.
Obermayer, Gilles	 Gilles	Obermayer	1504149296307980670008	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Obermayer,%20Gilles.
Jacobsen, Hans Frederik	 Hans Frederik	Jacobsen	312148995754559750405	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Hans%20Frederik.
Carlstrøm, Warren	 Warren	Carlstrøm	9148995961359751798	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carlstrøm,%20Warren.
Thorstensen, Pål	 Pål	Thorstensen	135145970320532252428	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thorstensen,%20Pål.
O'Brien, Edna.	 Rose	Tremain	100271219	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tremain,%20Rose.
Pirotta, Saviour	 Alan	Marks	61681331	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Marks,%20Alan.
Schnitzler, Arthur, 1862-1931.	 Arthur	Schnitzler	82526567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schnitzler,%20Arthur,%201862-1931.
Schnitzler, Arthur, 1862-1931.	 Therese	Nickl	82526567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nickl,%20Therese.
Schnitzler, Arthur, 1862-1931.	 Heinrich	Schnitzler	82526567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schnitzler,%20Heinrich,%201902-
Kopelman, F.	 F	Kopelman	28691380	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kopelman,%20F.
Moyer, Sharon	 Sharon	Moyer	11108861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moyer,%20Sharon.
Canada. Ministry of the Solicitor General. Programs Branch.		Canada Ministry of the Solicitor General Programs Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Canada. Ministry of the Solicitor General. Research Division.		Canada Ministry of the Solicitor General Research Division		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.
Lobban, J.H.	 John	Hay	172610301	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hay,%20John,%201939-
China House Gallery.		China House Gallery		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22China%20House%20Gallery.
Zheng, Zhuyuan		China Institute in America	51743174	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22China%20Institute%20in%20America.
Williams, Raymond, 1921-1988	 Raymond	Williams	87380498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Williams,%20Raymond.
Bratland, Sondre 1938-	 Sondre	Bratland	80097105	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bratland,%20Sondre.
Hovland, Per Egil	 Per Egil	Hovland	8432148997616359870000	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hovland,%20Per%20Egil.
Kleive, Iver, 1949-	 Iver	Kleive	22372975	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kleive,%20Iver,%201949-
Udde, Ingrid.	 Ingrid	Udde		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Udde,%20Ingrid.
Stubseid, Gunnar 1948-	 Gunnar	Stubseid	67389527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stubseid,%20Gunnar.
Santana, Carlos, 1947-....	 James	Miller	20489878	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Miller,%20James,%201949-
Covell, Jon Etta Hastings Carter, 1910-1996	 Jon Etta Hastings Carter	Covell	109577015	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Covell,%20Jon%20Etta%20Hastings%20Carter,%201910-1996.
Sangeeta, 1965-	 1965-	Sangeeta	78624429	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sangeeta,%201965-
Mishra, Kubernath.	 Kubernath	Mishra		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mishra,%20Kubernath.
Mitry, Jean	 T J	O'Leary	100233831	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Leary,%20T.%20J.
Agban, Jim.	 Jim	Agban		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Agban,%20Jim.
Science Teachers' Association of Ontario.		Science Teachers' Association of Ontario		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Science%20Teachers'%20Association%20of%20Ontario.
Hoerder, Dirk, 1943-....	 Dirk	Hoerder	27077762	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoerder,%20Dirk.
Frontini, Patrizia	 Patrizia	Frontini	28300058	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Frontini,%20Patrizia.
"Museo civico archeologico ""P. Giovio"" (Como, Italy)"	 Italy)	"Museo civico archeologico ""P Giovio"" (Como"		Organization	"http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Museo%20civico%20archeologico%20""P.%20Giovio""%20(Como,%20Italy)"
Cot, Jean-Pierre, 1937-....	 Jean Pierre	Cot	93018823	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cot,%20Jean%20Pierre,%201937-
Pellet, Alain.	 Alain	Pellet	73858356	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pellet,%20Alain.
Tavernier, Bertrand, 1941-....	 Paul	Tavernier	64035796	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tavernier,%20Paul.
Fauré, Christine.	 Christine	Fauré	91922071	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fauré,%20Christine.
Ishaghpour, Youssef, 1940-....	 Jean-Louis	Leutrat	88036224	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leutrat,%20Jean-Louis,%201941-
Canarctic Shipping Company.		Canarctic Shipping Company		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canarctic%20Shipping%20Company.
Intera Technologies Ltd.		Intera Technologies Ltd		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Intera%20Technologies%20Ltd.
Canada. Dept. of National Defence.		Canada Dept of National Defence		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20National%20Defence.
Seabrook, Jeremy, 1939-....	 Jeremy	Seabrook	108785222	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seabrook,%20Jeremy,%201939-
Berlioz, Hector, 1803-1869.	 Michel	Colin	71577105	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Colin,%20Michel.
Boccassini, Daniela	 Daniela	Boccassini	41964436	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boccassini,%20Daniela.
Mukerjee, Radhakamal, 1889-1968	 K	Mukherjee	71440334	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mukherjee,%20K.
Mazumder, J.	 J	Mazumder	50573142	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mazumder,%20J.
Gaskell, David R., 1940-....		Metallurgical Society of AIME Physical Metallurgy Committee	69082888	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Physical%20Metallurgy %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
Metallurgical Society of AIME. Solidification Committee.		Metallurgical Society of AIME Solidification Committee		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Solidification %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
AIME Meeting. (113th : 1984 : Los Angeles, Calif.)	 Calif)	AIME Meeting (113th : 1984 : Los Angeles		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(113th%20:%201984%20:%20Los%20Angeles,%20Calif.)
Gómez-Moriana, Antonio.	 Antonio	Gomez-Moriana	56792099	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gomez-Moriana,%20Antonio.
York University (Toronto, Ont.). Law Library.	 Ont) Law Library	York University (Toronto		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22York%20University%20(Toronto,%20Ont.).%20Law%20Library.
Delluc, Louis, 1890-1924	 Louis	Delluc	32029926	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Delluc,%20Louis,%201890-1924.
Lherminier, Pierre.	 Pierre	Lherminier	66557163	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lherminier,%20Pierre.
Neumann-Holzschuh, Ingrid	 Ingrid	Neumann-Holzschuh	23037173	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Neumann-Holzschuh,%20Ingrid.
Steinbeck, John, 1902-1968.	 Marcel	Martin	96992551	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Martin,%20Marcel.
