001	024	100$a	245	246	605	651$a	652$a	520$a	501	544$c	556$b	557$a	544$d	555$l	544$b	556$a	008
"uab09275479"		"Wanner, Rene,"	"10$aMeasurements of the longitudinal sound velocity in single crystals of solid helium /$cby Rene Wanner."														"141004t19701970xx\adf\\obm\\\000\0\eng\d"
"uab09275480"		"Yeudall, Lorne T.,"	"14$aThe effect of methylphenidate and amygdalectomy on active avoidance performance in the rat /$cby Lorne T. Yeudall."														"141004t19701970xx\adf\\obm\\\000\0\eng\d"
"uab09275481"		"Ditzian, Ruth Viterbo,"	"14$aThe xy model for phase transitions :$bsome static and dynamic properties /$cby Ruth Viterbo Ditzian."														"141004t19701970xx\adf\\obm\\\000\0\eng\d"
"uab09275482"		"Aidoo, A. S. Kwesi,"	"10$aQuinone dehydrogenation of arenes and study of quinodimethane analogues /$cby A.S. Kwesi Aidoo."														"141004t19711971xx\af\\\obm\\\000\0\eng\d"
"uab09275491"		"Anonby, John A.,"	"10$aMilton's idea of a Christian society /$cby John A. Anonby."														"141004t19711971xx\\\\\\obm\\\000\0deng\d"
"uab09275492"		"Balahura, Robert J.,"	"14$aThe preparation, characterization, and chromium(II) reduction of pentaamminecobalt(III) complexes /$cby Robert James Balahura."														"141004t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275493"		"Ball, Leslie Frank,"	"10$aSome constituents of Lycopodium lucidulum /$cby Leslie Frank Ball, B. Sc. (Hons), Leeds, England."														"141004t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275553"		"Binder, Michael Meir,"	"10$aQuasi-particle expansion for a boson system /$cby Michael Meir Binder."														"141006t19711971xx\ad\\\obm\\\000\0\eng\d"
"uab09275555"		"Blakney, George Barton,"	"10$aElectronic spectra and bonding of Mn and Re metal carbonyls /$cby George Barton Blakney."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275561"		"Blott, Catherine Ann,"	"10$aWyndham Lewis :$bthe satire of accommodation /$cby Catherine Anne Blott."														"141006t19711971xx\acf\\obm\\\000\0deng\d"
"uab09275562"		"Buckley, Eric D. J.,"	"10$aStudies in nonlinear oscillation /$cby Eric D.J. Buckley."														"141006t19711971xx\d\\\\obm\\\000\0\eng\d"
"uab09275563"		"Cham, Boon-Ngee,"	"10$aToward a Malaysian Malaysia :$ba study of political integration /$cby Boon-Ngee Cham."			"Malaysia"											"141006t19711971xx\\\\\\obm\\\000\0\eng\d"
"uab09275564"		"Chiang, Peter K.,"	"12$aA comparative study of triosephosphate isomerase /$cby Peter K. Chiang."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275565"		"Chu, Samuel Yup-Wo,"	"10$aKinetic studies of 5'-phosphoribosyl-formyglycineamidine synthetase and its inhibition by anticancer drugs /$cby Samuel Yup-Wo Chu."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275568"		"Chuang, Chen-Kuan,"	"10$aLiang Ch'i-ch'ao (1873-1929) :$ba political study /$cby Chen-Kuan Chuang."														"141006t19711971xx\\\\\\obm\\\000\0beng\d"
"uab09275571"		"Despain, Don G.,"	"14$aThe vegetation of the Bighorn Mountains of Wyoming in relation to substrate and climate /$cby Don Gardner Despain."														"141006t19711971xx\abdf\obm\\\000\0\eng\d"
"uab09275574"		"El-Gewely, M. Rafaat,"	"10$aNature of resistance and susceptibility in two near-isogenic varieties of flax to the rust fungus Melampsora lini (pers.) lev. /$cby Mohamed Raafat El-Gewely."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275577"		"Emmanuel, Bijan,"	"10$aEnzymatic aspects of glutamic acid synthesis in rumen microorganisms /$cby Bijan Emmanuel."														"141006t19711971xx\df\\\obm\\\000\0\eng\d"
"uab09275578"		"Foth, Dennis Larry,"	"10$aVerbal learning as a function of type of mnemonic technique and word abstractness /$cby Dennis Larry Foth."														"141006t19711971xx\df\\\obm\\\000\0\eng\d"
"uab09275582"		"Francis, Donald James,"	"10$aKinetic studies on carbonatocobalt(III) amine complexes /$cby Donald James Francis."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275584"		"Galay, Victor John,"	"10$aSome hydraulic characteristics of coarse-bed rivers /$cby Victor John Galay."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275588"		"Goldstein, Stephen R.,"	"10$aReinforcement properties of aggression and sex provoking stimuli in the Siamese fighting fish /$cby Stephen R. Goldstein."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275590"		"Hetherington, Melvin Ross,"	"10$aTrainability and generality/specificity ratios of the ability of grade five boys to develop torque /$cby Melvin Ross Hetherington."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275593"		"Hoyano, James Koichi,"	"10$aTransition metal carbonyls of silicon /$cby James Koichi Hoyano."														"141006t19711971xx\adf\\obm\\\000\0\eng\d"
"uab09275666"		"Goldberg, Myron,"	"10$aSome problems on the structure of round-robin tournaments /$cby Myron Goldberg."														"141006t19721972xx\\\\\\obm\\\000\0\eng\d"
"uab09275669"		"Gupta, Naresh Kumar,"	"10$aModeling and optimum control of epidemics /$cby Naresh Kumar Gupta."														"141006t19721972xx\df\\\obm\\\000\0\eng\d"
"uab09275680"		"Hall, Michael Christopher,"	"14$aThe DPPH inhibited thermal polymerization of styrene :$bkinetics, mechanism and products /$cby Michael Christopher Hall."														"141006t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09275688"		"Hollingshead, A. B.,"	"10$aBoundary shear stress distribution in open channel flow /$cby Albert Bill Hollingshead."														"141006t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09275698"		"Layton, Robert Basil,"	"10$aSome synthetic aspects of organocopper, -aluminum, and -boron reagents /$cby Robert Basil Layton."														"141006t19721972xx\af\\\obm\\\000\0\eng\d"
"uab09275703"		"Liebe, Utz,"	"10$aWave functions of excited atoms /$cby Utz Liebe."														"141006t19721972xx\af\\\obm\\\000\0\eng\d"
"uab09275718"		"Maguire, Robert James,"	"14$aThe kinetics of lactoperoxidase reactions /$cby Robert James Maguire."														"141006t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276574"		"Mak, Tak W.,"	"10$aBiochemical and biophysical studies of three variants of mengo encephalomyelitis virus /$cby Tak Wah Mak."														"141008t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276590"		"Moffet, Frank James,"	"10$aKinetics and substrate-binding studies of succinyl coenzyme A synthetase /$cby Frank James Moffet."														"141008t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276598"		"Nilsson, Thomy H.,"	"10$aEffects of pulse duration and pulse rate on hue of monochromatic stimuli /$cby Thomy H. Nilsson."														"141008t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276605"		"Ower, John Bernard,"	"10$aAlienation and atonement in the poetry of Edith Sitwell /$cby John Bernard Ower."														"141008t19721972xx\\\\\\obm\\\000\0deng\d"
"uab09276611"		"Phillips, Kenneth A.,"	"14$aThe grace of God is in courtesy :$bthe religious and social attitudes in the works of Evelyn Waugh /$cby Kenneth A. Phillips."														"141008t19721972xx\\\\\\obm\\\000\0deng\d"
"uab09276614"		"Popli, Shankar Dass,"	"10$aDissolution rate studies of powdered drugs /$cby Shankar Dass Popli."														"141008t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276772"		"Quirt, Alan R.,"	"10$aNuclear magnetic resonance spectra of twofold symmetric molecules /$cby Alan R. Quirt."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276776"		"Raczuk, Terry W.,"	"10$aOn the efficient use of steam in the deodorization of milk and cream /$cby Terry W. Raczuk."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276786"		"Rahim, A. H. M. Abdur,"	"12$aA quasi-optimal excitation control for power system stability /$cby A.H.M. Abdur Rahim."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276797"		"Rauch, Josefine Constantia,"	"10$aSequential changes in regional distribution of blood in Eptesicus fuscus (big brown bat) during arousal from hibernation /$cby Josefine Constantia Rauch."														"141009t19721972xx\df\\\obm\\\000\0\eng\d"
"uab09276805"		"Roman, Robin S.,"	"14$aThe kinetics of the oxidation reactions catalyzed by horseradish peroxidase /$cby Robin S. Roman."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276808"		"Rozsypal, Anton Joseph,"	"10$aInvestigation and functional modeling of auditory perception of transient signals /$cby Anton Joseph Rozsypal."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276820"		"Selim, Abdel-Fattah Abdel-Latif Sayed,"	"10$aNonlinear effects in plasmas /$cby Abdel-Fattah Abdel-Latif Sayed Selim."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276824"		"Shahrabadi, Mahmood Shamsi,"	"10$aImmunological and biochemical studies on inclusions produced in canine adenovirus infected cells /$cby Mahmood Shamsi Shahrabadi."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276828"		"Smith, Michael R.,"	"10$aNMR study of electron-nuclear interactions in white tin using the technique of macroscopic rotation /$cby Michael R. Smith."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276878"		"Soliman, Hani,"	"10$aVariable effects of X-irradiation on Tribolium castaneum and T. confusum due to strain and ""age at pupation"" /$cby Hani Soliman."														"141009t19721972xx\df\\\obm\\\000\0\eng\d"
"uab09276889"		"Srinivasan, Venkatachary,"	"10$aElastohydrodynamic lubrication in rolling and sliding contacts /$cby Venkatachary Srinivasan."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276897"		"Twumasi, P. A.,"	"14$aThe interrelationship between scientific and traditional medical systems :$ba study of Ghana /$cby Patrick Abudofour Twumasi."														"141009t19721972xx\a\\\\obm\\\000\0\eng\d"
"uab09276911"		"Van Bostelen, Peter Bernhard,"	"12$aA mechanism for the reaction of lead tetraacetate and hydrogen fluoride with olefins /$cby Peter Bernhard Van Bostelen."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276916"		"Pomeroy, Roland Kenneth,"	"10$aSilicon, germanium and tin derivatives of ruthenium and osmium carbonyls /$cby Roland Kenneth Pomeroy."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276922"		"Rangachari, Patangi Srinivasa Kumar,"	"10$aMetabolic requirements for coupled Na[superscript +]-K[superscript +] exchange and spontaneous contractions in the rat myometrium /$cby Patangi Srinivasa Kumar Rangachari."														"141009t19721972xx\df\\\obm\\\000\0\eng\d"
"uab09276923"		"Alexander, Albert Gordon,"	"14$aThe photochemistry of dimethylsilane /$cby Albert Gordon Alexander."														"141009t19721972xx\df\\\obm\\\000\0\eng\d"
"uab09276925"		"Anwar, Mohammad Iqbal,"	"10$aEffects of nonuniform magnetic and electric fields in magnetohydrodynamic slider bearings /$cby Mohammad Iqbal Anwar."														"141009t19721972xx\adf\\obm\\\000\0\eng\d"
"uab09276962"		"Rennie, Paul S.,"	"14$aThe transport of androgens in rat prostate /$cby Paul S. Rennie."														"141009t19731973xx\adf\\obm\\\000\0\eng\d"
"uab09276968"		"Rothwell, Gar W.,"	"10$aVegetative structures of the Callistophytaceae (Pteridospermopsida) /$cby Gar William Rothwell."														"141009t19731973xx\af\\\obm\\\000\0\eng\d"
"uab09276985"		"Savary, James R.,"	"10$aMonetary policy, saving and income in Egypt, 1947-1967 /$cby James R. Savary."			"Egypt"											"141009t19731974xx\df\\\obm\\\000\0\eng\d"
"uab09276989"		"Scheil, George William,"	"10$aReaction gas chromatography :$ba study of carbon-hydrogen analysis of chromatographic peaks /$cby George William Scheil."														"141009t19731973xx\adf\\obm\\\000\0\eng\d"
"uab09276990"		"Skala, Martin,"	"10$aElectrode potentials of iron, cobalt, nickel and hydrogen in a near-eutectic KCl-NaCl-AlCl₃ melt /$cby Martin Skala."														"141009t19731973xx\df\\\obm\\\000\0\eng\d"
"uab09277224"		"Tetarenko, Ronald Peter,"	"10$aTransient impedance of IMPATT diodes /$cby Ronald Peter Tetarenko."														"141010t19731973xx\adf\\obm\\\000\0\eng\d"
"uab09277226"		"Welland, Edmund James,"	"14$aThe effect of movement in the cue dimension on a visual search task /$cby Edmund James Welland."														"141010t19731973xx\adf\\obm\\\000\0\eng\d"
"uab09277227"		"Winzer, Stephen R.,"	"10$aMetamorphism and chemical equilibrium in some rocks from the central Kootenay Arc /$cby Stephen R. Winzer."														"141010t19731973xx\abdf\obm\\\000\0\eng\d"
"uab09277229"		"McCready, Douglas Jackson,"	"10$aFederal education grants, 1945-1967 :$beconomic development in New Brunswick /$cby Douglas Jackson McCready."														"141010t19731973xx\bdf\\obm\\\000\0\eng\d"
"uab09277234"		"Alpaslan, Tümer,"	"10$aTransfer function analysis /$cby Tümer Alpaslan."														"141010t19741974xx\df\\\obm\\\000\0\eng\d"
"uab09277235"		"Anantharaman, Rajan,"	"10$aOn the range of a vector measure /$cby Rajan Anantharaman."														"141010t19741974xx\\\\\\obm\\\000\0\eng\d"
"uab09277237"		"Mura, Roberta,"	"10$aOrdered groups and some related classes /$cby Roberta T. Botto Mura."														"141010t19741974xx\\\\\\obm\\\000\0\eng\d"
"uab09277243"		"Calzada, Jose Guillermo,"	"10$aI, Propargylation of organic halides using ""allenyllithium"" ;$bII, Synthesis and some reactions of arylboron dichlorides ; III, Direct alkylation of ethers by means of acetylenic aluminium reagents ; IV, Reductive cyclization of unsaturated ketones /$cby Jose Guillermo Calzada."														"141010t19741974xx\a\\\\obm\\\000\0\eng\d"
"uab09277247"		"Cheng, Ephrem Hiu-Chung,"	"10$aActive filter synthesis /$cby Ephrem Hiu-Chung Cheng."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277248"		"Chin, Chee-kok,"	"10$aStudies of the relation between certain sucrose-metabolizing enzymes and growth in excised tomato roots /$cby Chee-kok Chin."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277249"		"Cowie, Martin,"	"10$aStructural determinations of some transition metal hydrido and tris (benzene-1,2-dithiolato) complexes /$cby Martin Cowie."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277251"		"Crouse, Dorothy Jean,"	"10$aInternal-external control in thought samples, defensive styles and observed interpersonal behaviors in a psychiatric population /$cby Dorothy Jean Crouse."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277253"		"Dangerfield, James A.,"	"14$aThe microbial associations of Pinus contorta Dougl. var. latifolia Engelm. /$cby James A. Dangerfield."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277254"		"De Paoli, Sergio,"	"10$aInteraction of Hg6(³P₀) and 6(³P₁) with foreign gases /$cby Sergio De Paoli."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277255"		"Dhanaraj, Vethasiromani Hubert,"	"14$aThe effects of yoga and the 5BX fitness plan on selected physiological parameters /$cby Vethasiromani Hubert Dhanaraj."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277259"		"Donaldson, Peter Blair,"	"14$aThe crystal structure determinations of Wilkinson's catalyst and its dioxygen derivatives /$cby Peter Blair Donaldson."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277261"		"El-Sharkawy, Taher Youssef Mahmoud,"	"10$aStudies on the electrophysiology of rabbit small intestine /$cby Taher Youssef Mahmoud El-Sharkawy."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277268"		"Faber, Albert John,"	"10$aStudies on mammalian ribosomes and protein synthesis /$cby Albert John Faber."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277269"		"Falk, Michael Victor,"	"10$aVibrational spectra of several isotopic forms of dimethyl ether--hydrogen chloride and ethylene sulphide /$cby Michael Victor Falk."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277270"		"Fuhr, Bryan John,"	"10$aNuclear magnetic resonance studies of the solution chemistry of metal complexes /$cby Bryan John Fuhr."														"141010t19741974xx\adf\\obm\\\000\0\eng\d"
"uab09277272"		"Gillespie, Diane F.,"	"10$aFemale artists as characters and creators :$bthe dual concern with feminine role and feminine fiction in the work of May Sinclair, Dorothy Richardson and Virginia Woolf /$cby Diane Filby Gillespie."														"141010t19741974xx\\\\\\obm\\\000\0ceng\d"
"uab09277352"		"Mansell, Robert L.,"	"10$aCanadian regional inequality :$bthe process of adjustment /$cby Robert L. Mansell."			"Canada"											"141010t19751975xx\adf\\obm\\\000\0\eng\d"
"uab09277354"		"May, Chung-Ping,"	"10$aSaturation and inverse theorems for combinations of Bernstein-type operators /$cby Chung-Ping May."														"141010t19751975xx\\\\\\obm\\\000\0\eng\d"
"uab09277361"		"Meredith, Don H."	"10$aHabitat selection and interspecific agonism in two parapatric species of chipmunks (Eutamias) /$cby Don Howard Meredith."														"141010t19751975xx\abdf\obm\\\000\0\eng\d"
"uab09277363"		"Mirković, Damir,"	"10$aDialectic and sociology :$ba critical examination of dialectical thought in western sociology /$cby Damir Mirković."														"141010t19751975xx\a\\\\obm\\\000\0\eng\d"
"uab09277739"		"Paustian, Shirley Irene,"	"14$aThe literature about the depression, 1929-1939 in the Prairie Provinces of Canada /$cby Shirley Irene Paustian."														"141013t19751975xx\\\\\\obm\\\000\0\eng\d"
