Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blabnk
Miltschincky, Margarete			Miltschincky, Margarete				Miltschincky, Margarete			Person		http://example.org/1092789#Agent100-10	
Lenz, Wilhelm, 1905-			Lenz, Wilhelm, 1905-				Lenz, Wilhelm, 1905-			Person		http://example.org/1060432#Agent100-10	
Walter, of Aquitaine	n85065444	100	Walter, of Aquitaine	n85065444	n85065444	1	Walter, of Aquitaine			Person		http://example.org/1060432#Agent600-20	
Hesse, Helmut	n80097600	100	Hesse, Helmut	n80097600	n80097600	1	Hesse, Helmut			Person		http://example.org/1010271#Agent100-10	
Rothe, Edith	nr99028774	100	Rothe, Edith	nr99028774	nr99028774	1	Rothe, Edith			Person		http://example.org/1063052#Agent100-11	
Catholic Church	n79041716	100	Catholic Church				Catholic Church			Organization		http://example.org/1063052#Agent610-20	
Zimmermann, Gerd, 1939-			Zimmermann, Gerd, 1939-				Zimmermann, Gerd, 1939-			Person		http://example.org/1063052#Agent700-21	
Weisbach, Werner, 1873-1953			Weisbach, Werner, 1873-1953				Weisbach, Werner, 1873-1953			Person		http://example.org/1077807#Agent100-10	
Rodiek, Diedrich	nr2003006738	86	Rodiek, Diedrich				Rodiek, Diedrich			Person		http://example.org/1063176#Agent100-11	
Germany Kolonialamt	no2005103221	86	Germany Kolonialamt				Germany Kolonialamt			Organization		http://example.org/1004935#Agent110-11	
Schüler, Winfried	n80113296	97	Schüler, Winfried	n80113296	n80113296	1	Schüler, Winfried			Person		http://example.org/1012807#Agent100-11	
Wagner, Richard, 1813-1883	n79089831	100	Wagner, Richard, 1813-1883	n79089831	n79089831	0.962962963	Wagner, Richard, 1813-1883			Person		http://example.org/1012807#Agent600-20	
Bayreuth (Germany) Festspiele			Bayreuth (Germany) Festspiele				Bayreuth (Germany) Festspiele			Jurisdiction		http://example.org/1012807#Agent610-21	
Eschenburg, Theodor, 1904-1999	n50008977	100	Eschenburg, Theodor, 1904-1999	n50008977	n50008977	1	Eschenburg, Theodor, 1904-1999			Person		http://example.org/1048797#Agent100-11	
Loewy, Em. (Emanuel), 1857-1938	nr93002352	100	Loewy, Em. (Emanuel), 1857-1938	nr93002352	nr93002352	1	Loewy, Em. (Emanuel), 1857-1938			Person		http://example.org/1088171#Agent100-11	
Barzel, Alexander	n85030058	100	Barzel, Alexander	n85030058	n85030058	1	Barzel, Alexander			Person		http://example.org/1050132#Agent100-12	
Engelien, Gerhard			Engelien, Gerhard				Engelien, Gerhard			Person		http://example.org/1005485#Agent100-11	
Bonn (Germany) Universität. Institut für Phonetik und Kommunikationsforschung			Bonn (Germany) Universität. Institut für Phonetik und Kommunikationsforschung				Bonn (Germany) Universität. Institut für Phonetik und Kommunikationsforschung			Jurisdiction		http://example.org/1005485#Agent810-22	
Benjamin, Walter, 1892-1940	n80036695	100	Benjamin, Walter, 1892-1940	n80036695	n80036695	0.9642857143	Benjamin, Walter, 1892-1940			Person		http://example.org/1010615#Agent100-12	
Schambeck, Herbert, 1934-	n80122665	100	Schambeck, Herbert, 1934-	n80122665	n80122665	0.8620689655	Schambeck, Herbert, 1934-			Person		http://example.org/1042527#Agent100-10	
Kerschensteiner, Georg, 1854-1932	n81081370	100	Kerschensteiner, Georg, 1854-1932	n81081370	n81081370	1	Kerschensteiner, Georg, 1854-1932			Person		http://example.org/1070595#Agent100-11	
König, Gert, 1936-			König, Gert, 1936-				König, Gert, 1936-			Person		http://example.org/1089411#Agent100-10	
Schmitt, Carl, 1888-1985	n50006773	100	Schmitt, Carl, 1888-1985	n50006773	n50006773	0.96	Schmitt, Carl, 1888-1985			Person		http://example.org/1040206#Agent100-10	
Spengler, Walter Eckehart	n94020653		Spengler, Walter Eckehart	n94020653	n94020653	0.8	Spengler, Walter Eckehart			Person		http://example.org/1080813#Agent100-10	
Winckelmann, Johann Joachim, 1717-1768	n50015795	100	Winckelmann, Johann Joachim, 1717-1768	n50015795	n50015795	1	Winckelmann, Johann Joachim, 1717-1768			Person		http://example.org/1080813#Agent600-18	
Heidemann, Ingeborg	n86841372	100	Heidemann, Ingeborg	n86841372	n86841372	0.95	Heidemann, Ingeborg			Person		http://example.org/1048994#Agent100-11	
Kühnhold, Christa	n86009957	97	Kühnhold, Christa	n86009957	n86009957	0.9444444444	Kühnhold, Christa			Person		http://example.org/100135#Agent100-11	
Kierkegaard, Søren, 1813-1855	n79065447	100	Kierkegaard, Søren, 1813-1855	n79065447	n79065447	0.9666666667	Kierkegaard, Søren, 1813-1855			Person		http://example.org/100135#Agent600-19	
Theunissen, Michael	n80104404	100	Theunissen, Michael	n80104404	n80104404	1	Theunissen, Michael			Person		http://example.org/1053414#Agent100-10	
Kierkegaard, Søren, 1813-1855	n79065447	100	Kierkegaard, Søren, 1813-1855	n79065447	n79065447	0.9666666667	Kierkegaard, Søren, 1813-1855			Person		http://example.org/1053414#Agent600-20	
Seel, Hans			Seel, Hans				Seel, Hans			Person		http://example.org/1048799#Agent100-11	
Reichsberufswettkampf der Deutschen Studenten	n2006061412	80	Reichsberufswettkampf der Deutschen Studenten				Reichsberufswettkampf der Deutschen Studenten			Organization		http://example.org/1038109#Agent710-18	
Akademie für Raumforschung und Landesplanung, Hannover	n80125999		Akademie für Raumforschung und Landesplanung, Hannover		n80125999		Akademie für Raumforschung und Landesplanung, Hannover	n80125999	0.8148148148	Organization		http://example.org/1032997#Agent810-20	
Geissler, Waltraud, 1934-			Geissler, Waltraud, 1934-				Geissler, Waltraud, 1934-			Person		http://example.org/1037043#Agent100-11	
Schlegel, Johann Elias, 1719-1749	n80136310	100	Schlegel, Johann Elias, 1719-1749	n80136310	n80136310	1	Schlegel, Johann Elias, 1719-1749			Person		http://example.org/1037043#Agent600-21	
Učida, Norihiko	n81094158	96	Učida, Norihiko	n81094158	n81094158	1	Učida, Norihiko			Person		http://example.org/1098933#Agent100-10	
Randa, Anton, Ritter von, 1834-1914			Randa, Anton, Ritter von, 1834-1914				Randa, Anton, Ritter von, 1834-1914			Person		http://example.org/1056635#Agent100-9	
Mampel, Siegfried	n81091798	100	Mampel, Siegfried	n81091798	n81091798	1	Mampel, Siegfried			Person		http://example.org/1000749#Agent100-11	
Strippelmann, F. G. L			Strippelmann, F. G. L				Strippelmann, F. G. L			Person		http://example.org/1055666#Agent100-9	
Backe-Dietrich, Berta, 1928-			Backe-Dietrich, Berta, 1928-				Backe-Dietrich, Berta, 1928-			Person		http://example.org/1009546#Agent100-11	
Kadinsky, Wassily, 1866-1944			Kadinsky, Wassily, 1866-1944				Kadinsky, Wassily, 1866-1944			Person		http://example.org/1080737#Agent100-10	
Marc, Franz, 1880-1916	n80007960	100	Marc, Franz, 1880-1916	n80007960	n80007960	1	Marc, Franz, 1880-1916			Person		http://example.org/1080737#Agent700-20	
Lankheit, Klaus	n82229902	100	Lankheit, Klaus				Lankheit, Klaus			Person		http://example.org/1080737#Agent700-21	
Rethwisch, Conrad, 1845-1921			Rethwisch, Conrad, 1845-1921				Rethwisch, Conrad, 1845-1921			Person		http://example.org/1077307#Agent100-10	
Lessing, Gotthold Ephraim	n79144996	83	Lessing, Gotthold Ephraim				Lessing, Gotthold Ephraim			Person		http://example.org/1077307#Agent600-19	
Bley, Wulf, 1890-	n86849522	100	Bley, Wulf, 1890-	n86849522	n86849522	1	Bley, Wulf, 1890- 			Person		http://example.org/1036759#Agent100-10	
Adamheit, Theodor	nb99176316	100	Adamheit, Theodor	nb99176316	nb99176316	0.9444444444	Adamheit, Theodor			Person		http://example.org/1036759#Agent700-20	
Mautner, Wilhelm, 1889-			Mautner, Wilhelm, 1889-				Mautner, Wilhelm, 1889-			Person		http://example.org/1037750#Agent100-11	
Brüggemann, Hans	n81103035	97	Brüggemann, Hans	n81103035	n81103035	1	Brüggemann, Hans			Person		http://example.org/1083975#Agent100-10	
Brüggemann, Hans	n81103035	97	Brüggemann, Hans	n81103035	n81103035	1	Brüggemann, Hans			Person		http://example.org/1083975#Agent600-18	
Schleswiger Dom. Bordesholmer Altar			Schleswiger Dom. Bordesholmer Altar				Schleswiger Dom. Bordesholmer Altar			Organization		http://example.org/1083975#Agent610-19	
Fuglsang, Fritz			Fuglsang, Fritz				Fuglsang, Fritz			Person		http://example.org/1083975#Agent700-20	
Ehrhardt, Alfred, 1901-			Ehrhardt, Alfred, 1901-				Ehrhardt, Alfred, 1901-			Person		http://example.org/1083975#Agent700-21	
Kaiser, Wilhelm Bernhard, 1923-			Kaiser, Wilhelm Bernhard, 1923-				Kaiser, Wilhelm Bernhard, 1923-			Person		http://example.org/1090052#Agent100-10	
Arrian	n79023201	100	Arrian	n79023201	n79023201	1	Arrian			Person		http://example.org/1090052#Agent600-18	
Darius III, King of Persia, -330 B.C.	n84079608	100	Darius III, King of Persia, -330 B.C	n84079608	n84079608	0.972972973	Darius III, King of Persia, -330 B.C			Person		http://example.org/1090052#Agent600-19	
Alexander, the Great, 356 B.C.-323 B.C.	n79004067	100	Alexander, the Great, 356 B.C.-323 B.C	n79004067	n79004067	0.9743589744	Alexander, the Great, 356 B.C.-323 B.C			Person		http://example.org/1090052#Agent600-20	
Peter, Hermann Wilhelm Gottlob, 1837-1914			Peter, Hermann Wilhelm Gottlob, 1837-1914				Peter, Hermann Wilhelm Gottlob, 1837-1914			Person		http://example.org/1091477#Agent100-10	
Mutianus Rufus, Conradus, 1471-1526	no2005005504	100	Mutianus Rufus, Conradus, 1471-1526	no2005005504	no2005005504	1	Mutianus Rufus, Conradus, 1471-1526			Person		http://example.org/1092176#Agent100-10	
Krause, Carl	n83146338	100	Krause, Carl				Krause, Carl			Person		http://example.org/1092176#Agent700-18	
Platen, August, Graf von, 1796-1835	n84234365	100	Platen, August, Graf von, 1796-1835	n84234365	n84234365	1	Platen, August, Graf von, 1796-1835			Person		http://example.org/1004376#Agent100-10	
Scheffler, Ludwig von, 1852-1925			Scheffler, Ludwig von, 1852-1925				Scheffler, Ludwig von, 1852-1925			Person		http://example.org/1004376#Agent700-19	
Bornstein, Paul, 1868-	n91022427	100	Bornstein, Paul, 1868-	n91022427	n91022427	1	Bornstein, Paul, 1868-			Person		http://example.org/1004376#Agent700-20	
Kaiser, Hermann	n78086654	100	Kaiser, Hermann				Kaiser, Hermann			Person		http://example.org/1082345#Agent100-11	
Brandt, Johann Friedrich Christoph Carl, 1828-1881			Brandt, Johann Friedrich Christoph Carl, 1828-1881				Brandt, Johann Friedrich Christoph Carl, 1828-1881			Person		http://example.org/1082345#Agent600-19	
Wagner, Richard, 1813-1883	n79089831	100	Wagner, Richard, 1813-1883	n79089831	n79089831	0.962962963	Wagner, Richard, 1813-1883			Person		http://example.org/1082345#Agent600-20	
Winkler, Hans Joachim			Winkler, Hans Joachim				Winkler, Hans Joachim			Person		http://example.org/1049253#Agent100-11	
Vonderbeck, Hans Josef	n82017583	100	Vonderbeck, Hans Josef	n82017583	n82017583	0.9130434783	Vonderbeck, Hans Josef			Person		http://example.org/1049273#Agent100-11	
Germany (West). Bundesrat	n50082947	100	Germany (West). Bundesrat		n50082947		Germany (West). Bundesrat	n50082947	1	Jurisdiction		http://example.org/1049273#Agent610-19	
Schäfer, Hans, 1910-			Schäfer, Hans, 1910-				Schäfer, Hans, 1910-			Person		http://example.org/1049283#Agent100-11	
Germany (West). Bundesrat	n50082947	100	Germany (West). Bundesrat		n50082947		Germany (West). Bundesrat	n50082947	1	Jurisdiction		http://example.org/1049283#Agent610-19	
Neunreither, Karlheinz	n99275119	100	Neunreither, Karlheinz	n99275119	n99275119	0.9565217391	Neunreither, Karlheinz			Person		http://example.org/1049278#Agent100-11	
Germany (West). Bundesrat	n50082947	100	Germany (West). Bundesrat		n50082947		Germany (West). Bundesrat	n50082947	1	Jurisdiction		http://example.org/1049278#Agent610-19	
Harbich, Jürgen, 1936-	n96085079	97	Harbich, Jürgen, 1936-	n96085079	n96085079	0.8333333333	Harbich, Jürgen, 1936-			Person		http://example.org/1038990#Agent100-11	
Raschke, Joachim	n82116501	100	Raschke, Joachim	n82116501	n82116501	1	Raschke, Joachim			Person		http://example.org/1049287#Agent100-10	
Germany (West). Bundestag	n79064890	100	Germany (West). Bundestag		n79064890		Germany (West). Bundestag	n79064890	1	Jurisdiction		http://example.org/1049287#Agent610-20	
Schäfer, Friedrich, 1915-	n82133681	98	Schäfer, Friedrich, 1915-	n82133681	n82133681	1	Schäfer, Friedrich, 1915-			Person		http://example.org/1049289#Agent100-11	
Germany (West). Bundestag	n79064890	100	Germany (West). Bundestag		n79064890		Germany (West). Bundestag	n79064890	1	Jurisdiction		http://example.org/1049289#Agent610-19	
Germany (West) Geschäftsordnung des Deutschen Bundestages			Germany (West) Geschäftsordnung des Deutschen Bundestages				Germany (West) Geschäftsordnung des Deutschen Bundestages			Jurisdiction		http://example.org/1049289#Agent710-20	
Osborn, Max, 1870-1946	no95046601	100	Osborn, Max, 1870-1946	no95046601	no95046601	1	Osborn, Max, 1870-1946			Person		http://example.org/1080925#Agent100-10	
Franzel, Emil, 1901-1976	n50025452	100	Franzel, Emil, 1901-1976	n50025452	n50025452	1	Franzel, Emil, 1901-1976			Person		http://example.org/100427#Agent100-11	
Haydn, Michael, 1737-1806	n79124588	100	Haydn, Michael, 1737-1806	n79124588	n79124588	0.9615384615	Haydn, Michael, 1737-1806			Person		http://example.org/109232#Agent100-9	
Landon, H. C. Robbins (Howard Chandler Robbins), 1926-2009	n80005769	100	Landon, H. C. Robbins (Howard Chandler Robbins), 1926-2009	n80005769	n80005769	0.9827586207	Landon, H. C. Robbins (Howard Chandler Robbins), 1926-2009			Person		http://example.org/109232#Agent700-19	
Reynolds, Alfred, 1884-1969	no94004473	100	Reynolds, Alfred, 1884-1969	no94004473	no94004473	1	Reynolds, Alfred, 1884-1969			Person		http://example.org/1073861#Agent100-10	
Masson, Georgina	n50044136	100	Masson, Georgina	n50044136	n50044136	1	Masson, Georgina			Person		http://example.org/1072572#Agent100-16	
Scholtze, Johann	n97875593	94	Scholtze, Johann				Scholtze, Johann			Person		http://example.org/1006969#Agent100-11	
Agamemnon, King of Mycenae (Mythological character)	no2014018248	100	Agamemnon, King of Mycenae (Mythological character)	no2014018248	no2014018248	1	Agamemnon, King of Mycenae (Mythological character)			Person		http://example.org/1006969#Agent600-21	
Marg, Walter	n81140722	100	Marg, Walter	n81140722	n81140722	1	Marg, Walter			Person		http://example.org/1090689#Agent100-10	
Semonides, of Amorgos	n50038257	100	Semonides, of Amorgos	n50038257	n50038257	1	Semonides, of Amorgos			Person		http://example.org/1090689#Agent600-18	
Homer	n78095639	100	Homer	n78095639	n78095639	0.8333333333	Homer			Person		http://example.org/1090689#Agent600-19	
Pindar	n79138879	100	Pindar				Pindar			Person		http://example.org/1090689#Agent600-20	
Opitz, Günter, 1935-			Opitz, Günter, 1935-				Opitz, Günter, 1935-			Person		http://example.org/1048833#Agent100-11	
Christlich-Sozialer Volksdienst			Christlich-Sozialer Volksdienst				Christlich-Sozialer Volksdienst			Organization		http://example.org/1048833#Agent610-20	
Otto I, Bishop of Freising, -1158	n81003862	100	Otto I, Bishop of Freising, -1158	n81003862	n81003862	1	Otto I, Bishop of Freising, -1158			Person		http://example.org/1041661#Agent100-12	
Kohl, Horst Ernst Arminius, 1855-1917	no96061962	100	Kohl, Horst Ernst Arminius, 1855-1917	no96061962	no96061962	1	Kohl, Horst Ernst Arminius, 1855-1917			Person		http://example.org/1041661#Agent700-24	
Büsching, Anton Friedrich, 1724-1793	n90727306	99	Büsching, Anton Friedrich, 1724-1793	n90727306	n90727306	0.972972973	Büsching, Anton Friedrich, 1724-1793			Person		http://example.org/1073877#Agent100-11	
Bethmann-Hollweg, M. A. von (Moritz August), 1795-1877	n86012050	100	Bethmann-Hollweg, M. A. von (Moritz August), 1795-1877	n86012050	n86012050	1	Bethmann-Hollweg, M. A. von (Moritz August), 1795-1877			Person		http://example.org/1012825#Agent100-11	
Wienbarg, Ludolf, 1802-1872	n84187311	100	Wienbarg, Ludolf, 1802-1872	n84187311	n84187311	1	Wienbarg, Ludolf, 1802-1872			Person		http://example.org/1000757#Agent100-10	
Juridisch-Politischer Leseverein (Vienna, Austria)			Juridisch-Politischer Leseverein (Vienna, Austria)				Juridisch-Politischer Leseverein (Vienna, Austria)			Organization		http://example.org/1000757#Agent710-22	
Haller, Hermann, 1914-2002	n83044720	100	Haller, Hermann, 1914-2002	n83044720	n83044720	1	Haller, Hermann, 1914-2002			Person		http://example.org/1072764#Agent100-11	
Hempel, Wieland			Hempel, Wieland				Hempel, Wieland			Person		http://example.org/1039400#Agent100-11	
Meid, Volker, 1940-	n80110160	100	Meid, Volker, 1940-	n80110160	n80110160	0.8260869565	Meid, Volker, 1940-			Person		http://example.org/1025002#Agent100-12	
Sickel, W. (Wilhelm), 1847-1929	no97079811	100	Sickel, W. (Wilhelm), 1847-1929	no97079811	no97079811	1	Sickel, W. (Wilhelm), 1847-1929			Person		http://example.org/1049102#Agent100-11	
Bissinger, Edgar	no2011092029	100	Bissinger, Edgar	no2011092029	no2011092029	1	Bissinger, Edgar			Person		http://example.org/1009485#Agent100-11	
Homann, Friedrich, 1898-			Homann, Friedrich, 1898-				Homann, Friedrich, 1898-			Person		http://example.org/1009497#Agent100-11	
Reichswirtschaftskammer			Reichswirtschaftskammer				Reichswirtschaftskammer			Person		http://example.org/1009497#Agent600-19	
Schultz, Fritz			Schultz, Fritz				Schultz, Fritz			Person		http://example.org/1026911#Agent100-12	
Jostock, Paul, 1895-1965	nb2009025803	100	Jostock, Paul, 1895-1965	nb2009025803	nb2009025803	1	Jostock, Paul, 1895-1965			Person		http://example.org/1025341#Agent100-11	
Weber, Hermann, 1928-	n81127258	100	Weber, Hermann, 1928-	n81127258	n81127258	1	Weber, Hermann, 1928- 			Person		http://example.org/1048852#Agent100-10	
Kommunistische Partei Deutschlands	n81029821	100	Kommunistische Partei Deutschlands		n81029821		Kommunistische Partei Deutschlands	n81029821	0.9714285714	Organization		http://example.org/1048852#Agent610-18	
Sozialistische Einheitspartei Deutschlands	n79081417	100	Sozialistische Einheitspartei Deutschlands		n79081417		Sozialistische Einheitspartei Deutschlands	n79081417	0.976744186	Organization		http://example.org/1048852#Agent610-19	
Havelaar, Paulina			Havelaar, Paulina				Havelaar, Paulina			Person		http://example.org/1003589#Agent100-11	
William III, King of England, 1650-1702	n80044551	100	William III, King of England, 1650-1702	n80044551	n80044551	1	William III, King of England, 1650-1702			Person		http://example.org/1003589#Agent600-21	
Döblin, Alfred, 1878-1957	n80126219	98	Döblin, Alfred, 1878-1957	n80126219	n80126219	0.9615384615	Döblin, Alfred, 1878-1957			Person		http://example.org/1079823#Agent100-9	
Wollgast, Siegfried	n81037354	100	Wollgast, Siegfried				Wollgast, Siegfried			Person		http://example.org/100084#Agent100-10	
Franck, Sebastian, 1499-1542	n50025388	100	Franck, Sebastian, 1499-1542				Franck, Sebastian, 1499-1542			Person		http://example.org/100084#Agent600-19	
Kindermann, Balthasar, 1636-1706	n86800700	100	Kindermann, Balthasar, 1636-1706	n86800700	n86800700	1	Kindermann, Balthasar, 1636-1706			Person		http://example.org/1041666#Agent100-10	
Stoltenberg, Gerhard	n50011778	100	Stoltenberg, Gerhard	n50011778	n50011778	0.9523809524	Stoltenberg, Gerhard			Person		http://example.org/1048583#Agent100-11	
Germany. Reichstag	n50067912	100	Germany. Reichstag		n50067912		Germany. Reichstag	n50067912	1	Jurisdiction		http://example.org/1048583#Agent610-19	
Rothenberger, Curt Ferdinand, 1896-			Rothenberger, Curt Ferdinand, 1896-				Rothenberger, Curt Ferdinand, 1896-			Person		http://example.org/1048805#Agent100-11	
Wührer, Karl, 1903-1973	no2007067432	98	Wührer, Karl, 1903-1973	no2007067432	no2007067432	0.9166666667	Wührer, Karl, 1903-1973			Person		http://example.org/1049143#Agent100-11	
Nicolet, Nellie			Nicolet, Nellie				Nicolet, Nellie			Person		http://example.org/1092854#Agent100-10	
Lutta, Conrad Martin, 1886?-1918			Lutta, Conrad Martin, 1886?-1918				Lutta, Conrad Martin, 1886?-1918			Person		http://example.org/1092779#Agent100-10	
Howald, Ernst, 1887-1967	n87103051	100	Howald, Ernst, 1887-1967	n87103051	n87103051	1	Howald, Ernst, 1887-1967			Person		http://example.org/1090884#Agent100-10	
Homer	n78095639	100	Homer	n78095639	n78095639	0.8333333333	Homer			Person		http://example.org/1090884#Agent600-18	
Sternberg, Fritz, 1895-1963	n85809537	100	Sternberg, Fritz, 1895-1963	n85809537	n85809537	1	Sternberg, Fritz, 1895-1963			Person		http://example.org/1014415#Agent100-10	
Brecht, Bertolt, 1898-1956	n79018801	100	Brecht, Bertolt, 1898-1956	n79018801	n79018801	0.962962963	Brecht, Bertolt, 1898-1956			Person		http://example.org/1014415#Agent600-19	
Bormann, Eugenie	n85354809	100	Bormann, Eugenie	n85354809	n85354809	1	Bormann, Eugenie			Person		http://example.org/1009165#Agent100-11	
